,Price,Distance,Bathroom,Car,Landsize,BuildingArea
24223,1000000.0,13.8,2.0,3.0,402.0,99.0
24225,530000.0,35.2,2.0,1.0,530.0,107.0
24233,785000.0,16.1,1.0,1.0,789.0,116.0
24249,1150000.0,5.2,3.0,1.0,320.0,176.0
24270,1700000.0,7.7,2.0,2.0,608.0,119.0
24274,1650000.0,3.5,1.0,2.0,392.0,173.0
24278,1655000.0,8.7,2.0,2.0,306.0,130.0
24283,1255000.0,17.9,3.0,1.0,333.0,173.0
24288,860000.0,17.9,2.0,2.0,529.0,132.0
24293,955000.0,17.5,1.0,2.0,785.0,97.0
24300,1222000.0,6.7,2.0,1.0,515.0,160.0
24303,990000.0,6.7,1.0,2.0,502.0,111.0
24309,555000.0,17.4,1.0,0.0,628.0,132.0
24310,451000.0,17.4,1.0,1.0,553.0,89.0
24314,473000.0,20.6,2.0,1.0,294.0,149.0
24315,720000.0,20.6,2.0,2.0,754.0,201.0
24317,568000.0,20.6,2.0,2.0,448.0,136.0
24320,880000.0,23.0,2.0,2.0,983.0,200.0
24323,855000.0,23.0,1.0,1.0,864.0,105.0
24326,1175000.0,23.0,2.0,2.0,864.0,208.0
24327,506000.0,14.0,1.0,3.0,582.0,92.0
24337,1351000.0,12.4,3.0,2.0,681.0,221.0
24341,1330000.0,14.3,2.0,2.0,864.0,188.0
24344,1070000.0,16.1,2.0,2.0,758.0,0.0
24353,3050000.0,7.2,1.0,2.0,923.0,139.0
24363,685000.0,28.5,2.0,2.0,669.0,156.0
24365,621000.0,19.6,2.0,2.0,614.0,224.0
24369,631000.0,19.6,1.0,1.0,555.0,133.0
24384,840000.0,13.1,1.0,3.0,570.0,126.0
24386,775000.0,13.1,1.0,1.0,671.0,109.0
24397,860000.0,5.1,2.0,2.0,162.0,143.0
24398,1450000.0,5.1,2.0,1.0,593.0,238.0
24401,868000.0,5.1,1.0,2.0,231.0,105.0
24402,1190000.0,15.4,2.0,2.0,851.0,216.0
24404,1088000.0,15.4,2.0,2.0,586.0,137.0
24419,610000.0,12.9,1.0,1.0,606.0,115.0
24426,2670000.0,16.7,4.0,2.0,788.0,418.0
24439,752000.0,11.2,1.0,1.0,580.0,92.0
24443,700000.0,16.1,1.0,1.0,594.0,105.0
24445,652000.0,16.1,1.0,2.0,358.0,111.0
24450,2095000.0,13.8,2.0,1.0,544.0,197.0
24464,2800000.0,5.3,3.0,1.0,558.0,272.0
24478,525000.0,18.4,1.0,2.0,589.0,111.0
24479,565000.0,18.4,2.0,2.0,595.0,152.0
24482,1250000.0,12.3,2.0,2.0,354.0,134.0
24490,570000.0,14.0,1.0,0.0,723.0,76.0
24491,700000.0,15.5,1.0,0.0,659.0,168.0
24494,915000.0,11.7,1.0,2.0,624.0,135.0
24495,990000.0,11.7,2.0,2.0,310.0,168.0
24496,700000.0,11.7,1.0,1.0,607.0,115.0
24503,1720000.0,5.4,2.0,2.0,714.0,157.0
24511,2000000.0,7.3,2.0,2.0,650.0,248.0
24512,1850000.0,7.3,2.0,2.0,583.0,202.0
24521,685500.0,16.3,2.0,1.0,555.0,150.0
24531,1190000.0,4.3,2.0,2.0,476.0,212.0
24541,450000.0,29.8,1.0,2.0,605.0,104.0
24545,530000.0,31.7,2.0,2.0,601.0,173.0
24546,630000.0,31.7,2.0,2.0,888.0,210.0
24547,950000.0,20.0,2.0,2.0,590.0,144.0
24550,1800000.0,20.0,3.0,2.0,741.0,141.0
24554,460000.0,25.9,2.0,1.0,212.0,100.0
24555,517500.0,25.9,2.0,2.0,400.0,140.0
24556,6370000.0,3.0,3.0,3.0,476.0,279.0
24557,660000.0,17.9,2.0,1.0,537.0,132.0
24564,1104000.0,17.2,2.0,2.0,371.0,148.0
24567,841000.0,16.2,1.0,2.0,476.0,110.0
24577,1775000.0,14.2,2.0,1.0,762.0,307.0
24580,1650000.0,14.2,3.0,4.0,878.0,208.0
24585,1375000.0,14.2,1.0,1.0,843.0,140.0
24588,1000000.0,18.8,2.0,0.0,653.0,207.0
24594,1017500.0,6.2,1.0,1.0,226.0,122.0
24601,1150000.0,5.3,2.0,0.0,193.0,80.0
24602,2750000.0,5.3,2.0,4.0,634.0,0.0
24608,780000.0,11.2,1.0,1.0,570.0,123.0
24611,1828000.0,12.3,3.0,4.0,667.0,337.0
24628,710000.0,8.5,2.0,2.0,1021.0,150.0
24635,711500.0,14.7,2.0,2.0,663.0,206.0
24636,800000.0,14.7,3.0,2.0,700.0,232.0
24638,2926000.0,3.5,3.0,1.0,421.0,194.0
24641,2160000.0,3.5,2.0,3.0,391.0,194.0
24651,850000.0,8.4,1.0,2.0,455.0,100.0
24657,725000.0,12.0,2.0,2.0,289.0,120.0
24668,1750000.0,2.4,2.0,2.0,351.0,162.0
24675,1100000.0,2.4,2.0,0.0,190.0,156.0
24689,865000.0,23.5,2.0,2.0,505.0,150.0
24691,675000.0,20.6,3.0,2.0,517.0,318.0
24695,890000.0,35.4,2.0,2.0,767.0,210.0
24705,710000.0,20.5,2.0,2.0,588.0,175.0
24707,520000.0,20.5,2.0,2.0,552.0,147.0
24725,1310000.0,8.2,2.0,1.0,738.0,174.0
24726,1310000.0,8.2,2.0,2.0,696.0,131.0
24734,750000.0,10.5,3.0,3.0,561.0,114.0
24737,590000.0,10.5,1.0,0.0,613.0,110.0
24738,765000.0,10.5,1.0,2.0,664.0,133.0
24747,780000.0,15.5,2.0,2.0,997.0,297.0
24753,850000.0,15.3,2.0,2.0,666.0,97.0
24754,720000.0,15.3,1.0,4.0,706.0,135.0
24758,1370000.0,7.0,1.0,1.0,353.0,110.0
24769,735000.0,12.9,2.0,2.0,634.0,191.0
24774,1240000.0,8.9,2.0,1.0,696.0,155.0
24778,1003000.0,14.7,2.0,2.0,645.0,250.0
24780,945000.0,14.7,2.0,2.0,767.0,166.0
24789,510000.0,14.7,1.0,1.0,538.0,104.0
24793,2371000.0,3.1,2.0,1.0,214.0,169.0
24795,620000.0,16.5,1.0,2.0,531.0,129.0
24798,1170000.0,16.7,2.0,2.0,704.0,187.0
24799,1540000.0,16.7,2.0,2.0,732.0,210.0
24803,2350000.0,6.8,2.0,2.0,462.0,28.0
24816,1200000.0,6.3,2.0,1.0,219.0,151.0
24819,2600000.0,7.5,2.0,4.0,923.0,228.0
24820,1905000.0,7.5,2.0,2.0,797.0,26.0
24821,730000.0,10.4,1.0,1.0,377.0,111.0
24825,926000.0,10.4,1.0,2.0,614.0,129.0
24827,715000.0,10.5,1.0,2.0,638.0,97.0
24829,1757000.0,5.7,1.0,2.0,519.0,139.0
24831,417000.0,15.5,2.0,2.0,591.0,141.0
24832,600000.0,15.5,1.0,1.0,484.0,100.0
24833,800000.0,15.5,2.0,4.0,531.0,190.0
24839,1700000.0,4.3,2.0,1.0,475.0,184.0
24845,941000.0,16.5,2.0,2.0,760.0,236.0
24846,900000.0,9.5,1.0,1.0,550.0,115.0
24849,3300000.0,7.9,2.0,2.0,998.0,220.0
24850,2600000.0,7.9,3.0,2.0,650.0,246.0
24854,3350000.0,7.9,4.0,2.0,600.0,401.0
24866,1300000.0,9.7,1.0,2.0,592.0,124.0
24868,916500.0,23.2,2.0,0.0,725.0,148.0
24870,2070000.0,17.3,2.0,2.0,650.0,175.0
24875,1560000.0,11.4,2.0,2.0,363.0,250.0
24876,1250000.0,11.4,3.0,2.0,750.0,297.0
24884,1420000.0,13.8,2.0,2.0,638.0,156.0
24885,950000.0,13.8,1.0,2.0,366.0,120.0
24891,1300000.0,13.4,2.0,2.0,705.0,230.0
24899,1782500.0,10.9,2.0,1.0,641.0,625.0
24901,771000.0,8.6,1.0,0.0,588.0,128.0
24902,785000.0,8.6,1.0,3.0,539.0,114.0
24906,2451000.0,10.5,3.0,2.0,335.0,102.0
24914,1600000.0,10.3,2.0,3.0,691.0,222.0
24915,538000.0,29.8,2.0,4.0,770.0,194.0
24920,1530000.0,5.2,2.0,2.0,467.0,181.0
24926,1326000.0,4.0,1.0,2.0,217.0,107.0
24935,780000.0,12.1,1.0,2.0,562.0,160.0
24937,918000.0,12.1,2.0,2.0,807.0,154.0
24969,1590000.0,8.7,2.0,2.0,499.0,189.0
24979,965000.0,17.9,1.0,4.0,538.0,169.0
24985,912000.0,3.6,1.0,1.0,156.0,96.0
24992,1000000.0,6.7,1.0,1.0,371.0,107.0
25002,615000.0,20.6,2.0,1.0,758.0,119.0
25005,768000.0,23.0,1.0,2.0,850.0,148.0
25010,717000.0,24.7,2.0,1.0,696.0,136.0
25014,1340000.0,14.3,2.0,2.0,786.0,200.0
25016,1310000.0,14.3,2.0,2.0,368.0,203.0
25021,1468000.0,14.3,2.0,2.0,602.0,165.0
25024,707000.0,28.8,2.0,4.0,587.0,183.0
25037,2280000.0,7.2,2.0,1.0,302.0,206.0
25038,2200000.0,7.2,2.0,1.0,544.0,161.0
25039,711000.0,19.6,2.0,2.0,530.0,213.0
25041,2520000.0,7.5,3.0,2.0,836.0,389.0
25045,1300000.0,7.5,3.0,2.0,607.0,217.0
25058,1625000.0,2.1,1.0,1.0,150.0,160.0
25062,2200000.0,3.6,1.0,1.0,242.0,143.0
25064,1270000.0,3.4,1.0,1.0,341.0,138.0
25072,1159000.0,15.4,1.0,2.0,638.0,136.0
25074,1134000.0,15.4,1.0,1.0,601.0,110.0
25075,740000.0,38.0,2.0,2.0,632.0,150.0
25078,1850000.0,7.2,2.0,2.0,696.0,152.0
25079,538000.0,12.9,1.0,2.0,564.0,134.0
25080,3120000.0,7.3,2.0,2.0,725.0,276.0
25086,2237500.0,7.3,2.0,2.0,650.0,0.0
25093,1439000.0,16.7,2.0,2.0,663.0,158.0
25101,666133.0,11.2,2.0,2.0,933.0,115.0
25108,2000000.0,13.8,3.0,2.0,420.0,320.0
25112,990000.0,13.8,2.0,1.0,725.0,332.0
25124,730000.0,21.3,1.0,1.0,690.0,73.0
25133,761000.0,8.8,1.0,0.0,589.0,95.0
25139,660000.0,18.4,2.0,2.0,690.0,171.0
25140,615000.0,18.4,2.0,2.0,600.0,151.0
25141,530000.0,18.4,2.0,2.0,562.0,144.0
25145,580000.0,18.4,2.0,2.0,627.0,202.0
25146,541000.0,18.4,1.0,2.0,568.0,108.0
25152,587000.0,14.0,1.0,1.0,583.0,108.0
25173,380000.0,31.7,1.0,2.0,600.0,121.0
25175,716500.0,16.3,1.0,5.0,688.0,100.0
25185,3100000.0,5.9,3.0,1.0,557.0,192.0
25195,1100000.0,4.3,1.0,1.0,490.0,108.0
25197,1187000.0,4.3,2.0,2.0,598.0,102.0
25199,970000.0,4.3,2.0,2.0,515.0,150.0
25202,1720000.0,11.4,1.0,3.0,580.0,124.0
25203,512000.0,17.4,2.0,1.0,559.0,140.0
25214,636000.0,25.9,2.0,2.0,523.0,26.0
25215,565000.0,25.9,1.0,1.0,606.0,120.0
25216,802000.0,25.9,2.0,2.0,519.0,238.0
25220,592500.0,17.9,1.0,0.0,432.0,104.0
25250,1189000.0,6.2,1.0,2.0,372.0,157.0
25260,1100000.0,16.7,1.0,3.0,730.0,737.0
25261,735000.0,15.4,1.0,2.0,426.0,131.0
25264,1315000.0,12.3,2.0,2.0,562.0,132.0
25267,962500.0,15.5,1.0,2.0,534.0,130.0
25270,1700000.0,11.4,2.0,3.0,522.0,145.0
25271,1055000.0,21.5,1.0,1.0,697.0,110.0
25278,780000.0,8.5,3.0,2.0,797.0,154.0
25283,891000.0,8.5,1.0,1.0,557.0,113.0
25290,515000.0,14.7,2.0,2.0,237.0,178.0
25304,835000.0,8.4,1.0,4.0,501.0,99.0
25307,440000.0,8.4,1.0,1.0,706.0,65.0
25320,650000.0,12.0,1.0,1.0,491.0,0.0
25326,1000000.0,12.0,1.0,2.0,646.0,168.0
25333,1907000.0,2.4,1.0,3.0,411.0,150.0
25352,470000.0,20.6,2.0,2.0,328.0,0.0
25354,1675000.0,15.2,3.0,2.0,675.0,291.0
25356,1300000.0,15.2,1.0,2.0,600.0,133.0
25362,1010000.0,5.1,1.0,0.0,436.0,92.0
25368,650000.0,20.5,2.0,2.0,450.0,140.0
25369,737500.0,20.5,2.0,2.0,676.0,178.0
25371,2180000.0,2.7,2.0,2.0,223.0,235.0
25374,1750000.0,2.7,2.0,2.0,153.0,162.0
25376,1225000.0,6.2,1.0,1.0,361.0,0.0
25377,880000.0,20.8,1.0,2.0,554.0,94.0
25384,870000.0,16.1,2.0,2.0,673.0,167.0
25395,520000.0,31.7,2.0,1.0,646.0,130.0
25398,515000.0,31.7,1.0,2.0,689.0,133.0
25403,570000.0,10.5,2.0,1.0,255.0,108.0
25408,2300000.0,10.2,2.0,4.0,751.0,188.0
25412,585000.0,18.4,2.0,2.0,448.0,0.0
25416,1550000.0,15.5,3.0,2.0,345.0,125.0
25417,1290000.0,15.5,2.0,2.0,960.0,200.0
25418,1390000.0,12.4,3.0,6.0,709.0,286.0
25421,1435000.0,12.4,1.0,2.0,738.0,114.0
25432,610000.0,12.9,1.0,1.0,534.0,150.0
25433,805000.0,12.9,1.0,4.0,802.0,108.0
25443,950000.0,14.7,2.0,2.0,752.0,187.0
25444,1036000.0,14.7,2.0,2.0,772.0,163.0
25445,1000000.0,14.5,2.0,2.0,577.0,119.0
25447,1405000.0,14.5,2.0,5.0,975.0,231.0
25448,490000.0,14.7,2.0,0.0,530.0,144.0
25449,470000.0,14.7,2.0,2.0,568.0,146.0
25450,558000.0,14.7,1.0,2.0,693.0,114.0
25454,870000.0,6.4,1.0,2.0,390.0,96.0
25457,570000.0,16.5,1.0,2.0,468.0,104.0
25460,1050000.0,16.7,2.0,3.0,708.0,152.0
25466,730000.0,25.5,2.0,2.0,547.0,228.0
25467,643000.0,25.5,2.0,2.0,421.0,173.0
25473,920000.0,6.3,1.0,0.0,207.0,99.0
25479,965000.0,10.4,2.0,1.0,730.0,125.0
25482,845000.0,10.4,3.0,3.0,612.0,30.0
25497,600000.0,15.5,1.0,2.0,482.0,131.0
25502,650000.0,12.8,1.0,3.0,604.0,108.0
25505,1800000.0,6.3,2.0,1.0,167.0,117.0
25514,1870000.0,10.2,1.0,2.0,689.0,159.0
25517,1620000.0,10.2,1.0,3.0,637.0,129.0
25526,840000.0,16.5,2.0,2.0,600.0,274.0
25527,714000.0,16.5,1.0,2.0,656.0,116.0
25528,865000.0,9.5,1.0,2.0,590.0,118.0
25530,801000.0,9.5,2.0,2.0,580.0,133.0
25531,702500.0,9.5,1.0,1.0,201.0,124.0
25532,900000.0,9.5,3.0,1.0,612.0,117.0
25541,2400000.0,7.9,1.0,2.0,893.0,140.0
25543,3320000.0,7.9,4.0,2.0,673.0,448.0
25552,2400000.0,9.7,2.0,2.0,716.0,357.0
25553,1683000.0,9.7,3.0,4.0,603.0,210.0
25557,1000000.0,9.7,1.0,2.0,244.0,109.0
25558,3225000.0,9.7,4.0,2.0,646.0,408.0
25563,1730000.0,9.7,2.0,4.0,643.0,248.0
25574,2478000.0,11.4,3.0,2.0,697.0,697.0
25585,1600000.0,13.8,1.0,4.0,700.0,200.0
25612,1940000.0,13.4,2.0,3.0,926.0,292.0
25617,1955000.0,13.4,3.0,2.0,587.0,350.0
25618,1501000.0,27.0,2.0,2.0,817.0,220.0
25620,1031000.0,27.0,2.0,3.0,564.0,150.0
25636,3820000.0,10.5,2.0,2.0,420.0,351.0
25638,3850000.0,10.5,2.0,2.0,823.0,365.0
25642,1850000.0,10.5,2.0,2.0,691.0,167.0
25644,2100000.0,10.5,2.0,2.0,525.0,262.0
25651,2000000.0,10.3,2.0,2.0,604.0,239.0
25657,2220000.0,10.3,1.0,2.0,819.0,224.0
25668,2020000.0,5.2,3.0,1.0,382.0,192.0
25686,1310000.0,5.2,2.0,1.0,408.0,155.0
25695,1830000.0,10.8,3.0,2.0,700.0,350.0
25708,770000.0,12.1,1.0,1.0,551.0,0.0
25715,775100.0,14.8,2.0,2.0,564.0,246.0
25716,860000.0,14.8,3.0,3.0,675.0,401.0
25726,1260000.0,14.7,2.0,2.0,582.0,149.0
25742,2540000.0,7.7,3.0,2.0,730.0,332.0
25754,666000.0,16.6,2.0,2.0,575.0,162.0
25766,1700000.0,10.1,2.0,1.0,464.0,175.0
25784,1475000.0,17.9,2.0,2.0,604.0,137.0
25786,1250000.0,17.9,1.0,1.0,604.0,137.0
25793,700000.0,17.9,2.0,2.0,171.0,122.0
25799,800000.0,16.7,2.0,2.0,257.0,146.0
25801,1004000.0,16.7,1.0,1.0,852.0,117.0
25812,3100000.0,3.6,2.0,2.0,293.0,246.0
25815,1350000.0,6.7,2.0,1.0,404.0,172.0
25817,1269000.0,6.7,1.0,1.0,422.0,150.0
25818,1150000.0,6.7,1.0,2.0,459.0,126.0
25819,1190000.0,6.7,3.0,2.0,460.0,253.0
25822,655000.0,20.6,2.0,2.0,448.0,219.0
25823,435000.0,20.6,1.0,1.0,313.0,97.0
25824,620000.0,20.6,2.0,2.0,399.0,183.0
25828,580000.0,20.6,2.0,2.0,350.0,168.0
25836,660000.0,23.0,1.0,2.0,512.0,89.0
25840,1115000.0,23.0,2.0,2.0,1237.0,215.0
25841,1060000.0,23.0,2.0,2.0,864.0,236.0
25846,695000.0,14.0,3.0,3.0,591.0,281.0
25847,465000.0,14.0,1.0,2.0,542.0,104.0
25854,775000.0,24.7,3.0,2.0,736.0,170.0
25856,651800.0,24.7,2.0,2.0,570.0,132.0
25860,765000.0,14.8,1.0,2.0,691.0,101.0
25867,1526000.0,22.2,3.0,2.0,544.0,292.0
25875,1155000.0,14.3,1.0,1.0,656.0,108.0
25876,1105000.0,14.3,2.0,1.0,655.0,158.0
25877,1450000.0,14.3,2.0,2.0,872.0,258.0
25906,625000.0,19.6,1.0,1.0,592.0,123.0
25910,656000.0,19.6,1.0,2.0,570.0,143.0
25911,470000.0,19.6,1.0,1.0,306.0,100.0
25912,1507000.0,7.5,2.0,2.0,558.0,147.0
25919,750000.0,8.2,1.0,2.0,304.0,97.0
25921,1900000.0,5.7,2.0,1.0,474.0,230.0
25927,850000.0,13.1,3.0,3.0,367.0,217.0
25946,1161000.0,3.4,1.0,1.0,223.0,150.0
25956,600000.0,38.0,1.0,1.0,650.0,156.0
25960,800000.0,38.0,1.0,2.0,904.0,140.0
25961,670000.0,38.0,2.0,2.0,692.0,181.0
25963,625000.0,38.0,1.0,1.0,538.0,108.0
25965,760000.0,12.9,3.0,2.0,578.0,208.0
25967,665000.0,12.9,1.0,2.0,550.0,136.0
25975,2320000.0,7.3,2.0,2.0,672.0,216.0
25987,1300000.0,16.7,2.0,0.0,712.0,163.0
25988,1500000.0,16.7,1.0,1.0,708.0,160.0
25994,780000.0,11.2,1.0,4.0,695.0,100.0
25996,290000.0,12.9,1.0,0.0,225.0,155.0
25997,790000.0,12.9,2.0,2.0,653.0,181.0
25999,708000.0,16.1,2.0,1.0,584.0,220.0
26002,985000.0,16.1,2.0,2.0,754.0,140.0
26006,700000.0,20.4,2.0,2.0,655.0,223.0
26009,1077500.0,11.2,3.0,2.0,604.0,245.0
26010,665000.0,11.2,2.0,2.0,286.0,116.0
26014,2025000.0,13.8,2.0,2.0,662.0,180.0
26026,502000.0,5.3,2.0,2.0,233.0,144.0
26027,2750000.0,5.3,2.0,1.0,695.0,218.0
26036,1500000.0,6.2,2.0,2.0,240.0,159.0
26038,1350000.0,6.2,1.0,2.0,297.0,94.0
26041,900000.0,21.3,2.0,2.0,731.0,186.0
26047,602000.0,8.8,1.0,1.0,224.0,91.0
26058,900000.0,16.0,1.0,1.0,723.0,92.0
26063,1776000.0,16.0,3.0,2.0,501.0,312.0
26064,1100000.0,16.0,2.0,1.0,635.0,109.0
26066,681000.0,18.0,2.0,2.0,666.0,191.0
26067,682100.0,18.0,2.0,4.0,735.0,159.0
26069,500000.0,18.4,1.0,3.0,650.0,118.0
26070,525000.0,18.4,2.0,2.0,591.0,119.0
26074,515000.0,18.4,1.0,2.0,688.0,127.0
26089,616000.0,14.0,3.0,2.0,543.0,124.0
26091,1210000.0,14.5,3.0,2.0,1101.0,296.0
26093,900000.0,15.5,3.0,5.0,821.0,249.0
26109,1752000.0,5.4,1.0,1.0,339.0,142.0
26115,2375000.0,7.3,3.0,2.0,570.0,325.0
26122,1180000.0,6.4,2.0,0.0,277.0,137.0
26123,1170000.0,6.4,2.0,1.0,275.0,110.0
26146,2090000.0,8.4,3.0,2.0,569.0,240.0
26147,6125000.0,8.4,3.0,2.0,1384.0,340.0
26156,1765000.0,4.3,3.0,3.0,669.0,223.0
26171,413000.0,29.8,1.0,1.0,587.0,94.0
26183,609000.0,25.9,2.0,2.0,448.0,167.0
26184,622000.0,25.9,2.0,2.0,460.0,170.0
26195,744000.0,17.9,2.0,2.0,667.0,153.0
26197,800000.0,17.9,2.0,1.0,652.0,210.0
26200,688000.0,17.9,2.0,2.0,659.0,185.0
26203,755000.0,17.9,2.0,2.0,625.0,164.0
26204,705000.0,17.9,2.0,2.0,565.0,172.0
26206,654000.0,17.9,1.0,1.0,306.0,149.0
26207,1050000.0,17.2,1.0,1.0,662.0,149.0
26212,1230000.0,17.2,3.0,2.0,676.0,320.0
26220,1375000.0,16.2,2.0,2.0,954.0,210.0
26223,1635000.0,6.2,2.0,2.0,431.0,165.0
26225,1050000.0,14.3,1.0,2.0,652.0,128.0
26229,870000.0,26.5,1.0,2.0,853.0,135.0
26236,1350000.0,21.5,3.0,2.0,807.0,188.0
26248,1720000.0,10.1,1.0,2.0,733.0,175.0
26251,960000.0,6.2,1.0,2.0,282.0,118.0
26261,790000.0,22.7,1.0,1.0,687.0,151.0
26264,698000.0,21.1,1.0,2.0,1383.0,88.0
26272,1050000.0,5.3,2.0,1.0,137.0,117.0
26273,2250000.0,5.3,3.0,2.0,375.0,287.0
26275,2295000.0,5.3,2.0,2.0,580.0,240.0
26279,1200000.0,15.4,2.0,2.0,662.0,173.0
26285,986000.0,15.5,2.0,1.0,541.0,155.0
26293,1875000.0,21.5,2.0,1.0,598.0,210.0
26298,1400000.0,21.5,1.0,2.0,588.0,101.0
26317,725000.0,14.7,2.0,2.0,594.0,194.0
26322,2200000.0,3.5,2.0,2.0,300.0,182.0
26336,1960000.0,4.6,1.0,1.0,309.0,121.0
26343,833000.0,8.4,1.0,1.0,501.0,0.0
26345,1040000.0,8.4,2.0,2.0,511.0,129.0
26348,960000.0,8.4,1.0,2.0,440.0,107.0
26356,1600000.0,3.5,1.0,0.0,193.0,112.0
26393,1050000.0,8.9,1.0,3.0,696.0,140.0
26398,522500.0,20.6,2.0,2.0,409.0,138.0
26399,477000.0,20.6,2.0,0.0,475.0,142.0
26418,611000.0,20.5,1.0,2.0,551.0,125.0
26421,433500.0,20.5,2.0,2.0,146.0,138.0
26424,1350000.0,2.7,1.0,2.0,127.0,128.0
26432,2400000.0,2.7,2.0,0.0,343.0,153.0
26442,930000.0,20.8,2.0,2.0,750.0,124.0
26444,600000.0,14.0,1.0,0.0,585.0,103.0
26447,785000.0,14.0,1.0,2.0,583.0,130.0
26463,1370000.0,8.2,2.0,2.0,439.0,295.0
26464,1610000.0,8.2,3.0,2.0,873.0,160.0
26467,566000.0,31.7,2.0,3.0,744.0,185.0
26468,650000.0,31.7,2.0,2.0,944.0,193.0
26471,530000.0,31.7,2.0,1.0,705.0,212.0
26475,1050000.0,10.5,2.0,3.0,446.0,162.0
26483,2325000.0,10.2,3.0,4.0,923.0,317.0
26485,2900000.0,10.2,3.0,4.0,873.0,233.0
26492,2100000.0,10.2,3.0,7.0,596.0,260.0
26503,610000.0,18.0,2.0,2.0,408.0,136.0
26504,692000.0,18.0,2.0,4.0,594.0,173.0
26511,1700000.0,15.5,2.0,2.0,646.0,255.0
26518,1301000.0,12.4,3.0,2.0,724.0,250.0
26519,1050000.0,12.4,2.0,2.0,653.0,121.0
26526,1170000.0,7.0,1.0,3.0,667.0,100.0
26544,1133000.0,17.2,1.0,4.0,880.0,142.0
26561,480000.0,14.7,1.0,1.0,703.0,103.0
26567,881000.0,6.4,1.0,3.0,336.0,95.0
26570,1230000.0,3.1,1.0,1.0,133.0,124.0
26573,490000.0,16.5,2.0,2.0,228.0,135.0
26577,615000.0,17.6,2.0,2.0,461.0,193.0
26582,1260000.0,6.8,2.0,2.0,260.0,164.0
26586,600000.0,25.5,2.0,2.0,419.0,153.0
26591,985000.0,6.3,1.0,1.0,462.0,118.0
26594,861000.0,6.3,1.0,2.0,449.0,93.0
26598,560000.0,14.8,2.0,2.0,355.0,154.0
26606,771000.0,25.2,1.0,1.0,539.0,126.0
26608,611500.0,6.4,1.0,1.0,300.0,108.0
26611,627500.0,22.7,1.0,6.0,569.0,130.0
26616,791000.0,16.5,2.0,6.0,813.0,140.0
26619,750000.0,23.2,1.0,2.0,721.0,99.0
26620,815000.0,35.2,2.0,2.0,843.0,186.0
26624,580000.0,27.0,1.0,1.0,241.0,95.0
26627,1000000.0,17.5,1.0,2.0,706.0,124.0
26628,750000.0,17.5,1.0,1.0,600.0,96.0
26629,595000.0,20.6,2.0,2.0,546.0,153.0
26633,540000.0,20.6,2.0,1.0,541.0,0.0
26634,952000.0,23.0,2.0,2.0,630.0,199.0
26639,1350000.0,12.4,2.0,3.0,770.0,230.0
26645,655888.0,38.0,3.0,4.0,564.0,250.0
26652,735000.0,20.4,3.0,2.0,743.0,283.0
26662,413000.0,29.8,1.0,6.0,731.0,101.0
26663,431500.0,29.8,1.0,4.0,738.0,86.0
26664,720000.0,29.8,1.0,3.0,1010.0,96.0
26666,1400000.0,6.2,1.0,1.0,388.0,157.0
26667,1275000.0,6.2,1.0,2.0,242.0,111.0
26668,850000.0,21.5,2.0,2.0,591.0,130.0
26672,1820000.0,14.2,1.0,1.0,919.0,158.0
26674,1085000.0,5.3,1.0,1.0,452.0,97.0
26680,2675000.0,1.8,2.0,1.0,183.0,168.0
26685,635000.0,14.7,2.0,2.0,636.0,210.0
26693,900000.0,23.5,2.0,2.0,612.0,236.0
26705,603000.0,18.4,2.0,2.0,400.0,170.0
26714,1162000.0,21.1,3.0,2.0,1070.0,300.0
26718,496000.0,27.2,2.0,2.0,529.0,135.0
26725,1150000.0,7.5,2.0,1.0,224.0,193.0
26726,560000.0,14.0,1.0,2.0,546.0,149.0
26738,840000.0,9.4,1.0,3.0,535.0,534.0
26746,1365000.0,4.3,2.0,2.0,320.0,117.0
26758,1100000.0,9.5,2.0,2.0,668.0,153.0
26760,790000.0,9.5,2.0,2.0,537.0,140.0
26768,3200000.0,9.7,2.0,7.0,710.0,594.0
26775,1957500.0,17.3,2.0,2.0,789.0,180.0
26789,886000.0,13.8,1.0,1.0,370.0,108.0
26796,1160000.0,13.8,1.0,1.0,460.0,116.0
26805,1790000.0,13.4,2.0,3.0,989.0,156.0
26810,1120000.0,27.0,2.0,2.0,681.0,198.0
26817,1875000.0,10.9,2.0,2.0,715.0,227.0
26822,4400000.0,10.5,4.0,2.0,710.0,429.0
26843,605000.0,14.0,1.0,2.0,601.0,150.0
26855,907000.0,4.0,1.0,0.0,132.0,66.0
26863,1085000.0,5.2,2.0,2.0,506.0,146.0
26874,1755000.0,12.1,3.0,2.0,564.0,373.0
26876,665000.0,14.8,2.0,2.0,507.0,181.0
26877,620000.0,14.8,2.0,2.0,609.0,123.0
26878,575000.0,14.8,2.0,2.0,368.0,165.0
26891,1650000.0,3.5,1.0,1.0,195.0,123.0
26898,712500.0,31.2,1.0,2.0,324.0,100.0
26907,872500.0,27.0,2.0,2.0,676.0,173.0
26920,1270000.0,6.7,2.0,2.0,566.0,151.0
26931,530000.0,20.6,2.0,2.0,349.0,171.0
26932,570000.0,20.6,1.0,2.0,690.0,107.0
26945,887000.0,23.0,2.0,2.0,1044.0,142.0
26946,480888.0,14.0,1.0,3.0,569.0,108.0
26948,760000.0,24.7,2.0,2.0,571.0,192.0
26950,792000.0,24.7,2.0,2.0,769.0,185.0
